,full_name,swim_time_formatted,swim_date
709,"Conger, Jack","=""1:49.48""","=""4/14/2016"""
710,"Davis, Wyatt","=""1:49.48""","=""3/29/2019"""
713,"Rose, Dare","=""1:49.48""","=""8/1/2019"""
715,"Smith, Clark","=""1:49.48""","=""3/2/2018"""
716,"Stone, Lane","=""1:49.48""","=""7/26/2018"""
717,"Apple, Zach","=""1:49.49""","=""5/18/2019"""
721,"Held, Ryan","=""1:49.49""","=""7/21/2017"""
722,"Levant, Jack","=""1:49.49""","=""6/8/2018"""
729,"Carrozza, Coby","=""1:49.51""","=""4/24/2021"""
733,"Foster, Carson","=""1:49.51""","=""6/16/2019"""
734,"Foster, Carson","=""1:49.51""","=""6/15/2019"""
736,"Urlando, Luca","=""1:49.51""","=""1/10/2019"""
740,"Harting, Zach","=""1:49.52""","=""8/4/2019"""
742,"Grothe, Zane","=""1:49.53""","=""11/7/2015"""
743,"Seliskar, Andrew","=""1:49.53""","=""1/17/2020"""
745,"Bentz, Gunnar","=""1:49.54""","=""6/3/2017"""
746,"Conger, Jack","=""1:49.54""","=""6/4/2016"""
749,"Haas, Townley","=""1:49.55""","=""6/8/2018"""
755,"Grothe, Zane","=""1:49.57""","=""10/29/2015"""
757,"Haas, Townley","=""1:49.57""","=""1/16/2016"""
762,"Apple, Zach","=""1:49.58""","=""4/8/2021"""
763,"Callan, Patrick","=""1:49.58""","=""5/6/2017"""
764,"Kibler, Drew","=""1:49.58""","=""6/28/2017"""
765,"Lasco, Destin","=""1:49.58""","=""8/1/2019"""
767,"Magahey, Jake","=""1:49.58""","=""6/21/2019"""
768,"Carrozza, Coby","=""1:49.59""","=""8/1/2019"""
769,"Dolan, Jack","=""1:49.59""","=""4/3/2021"""
770,"Gray, Andrew","=""1:49.59""","=""4/3/2021"""
776,"Farris, Dean","=""1:49.60""","=""7/13/2018"""
777,"Levant, Jack","=""1:49.60""","=""6/28/2017"""
780,"Bresette, Liam","=""1:49.61""","=""7/26/2018"""
781,"Dahlgren, Jack","=""1:49.61""","=""8/1/2019"""
782,"Freeman, Trey","=""1:49.61""","=""8/1/2019"""
785,"Pieroni, Blake","=""1:49.61""","=""3/6/2020"""
786,"Urlando, Luca","=""1:49.61""","=""5/14/2021"""
787,"Callan, Patrick","=""1:49.62""","=""5/18/2019"""
788,"Cotter, Michael","=""1:49.62""","=""4/10/2021"""
789,"Grothe, Zane","=""1:49.62""","=""8/1/2019"""
791,"Lochte, Ryan","=""1:49.62""","=""4/14/2016"""
792,"Rooney, Maxime","=""1:49.62""","=""8/5/2016"""
793,"D'Arrigo, Mitch","=""1:49.63""","=""11/30/2018"""
794,"Newkirk, Jeff","=""1:49.63""","=""8/5/2017"""
795,"D'Arrigo, Mitch","=""1:49.64""","=""8/21/2017"""
797,"Stone, Lane","=""1:49.64""","=""6/18/2019"""
802,"Magahey, Jake","=""1:49.65""","=""5/18/2018"""
803,"Mitchell, Jake","=""1:49.65""","=""11/13/2020"""
804,"Rooney, Maxime","=""1:49.65""","=""5/21/2021"""
805,"Rose, Dare","=""1:49.65""","=""8/23/2018"""
806,"Schilling, Sam","=""1:49.65""","=""7/19/2019"""
808,"Sztolcman, Christian","=""1:49.65""","=""8/1/2019"""
810,"D'Arrigo, Mitch","=""1:49.66""","=""3/3/2016"""
811,"Freeman, Trey","=""1:49.66""","=""11/13/2020"""
814,"Newkirk, Jeff","=""1:49.66""","=""12/6/2019"""
816,"Rooney, Maxime","=""1:49.66""","=""6/3/2016"""
818,"D'Arrigo, Mitch","=""1:49.67""","=""11/30/2018"""
820,"Dressel, Caeleb","=""1:49.67""","=""4/11/2019"""
822,"Kibler, Drew","=""1:49.67""","=""3/3/2017"""
824,"Reilman, Joey","=""1:49.67""","=""6/28/2017"""
826,"Stone, Lane","=""1:49.67""","=""6/18/2019"""
827,"Apple, Zach","=""1:49.68""","=""1/17/2020"""
828,"Conger, Jack","=""1:49.68""","=""6/14/2019"""
830,"Dressel, Caeleb","=""1:49.68""","=""3/8/2019"""
832,"House, Grant","=""1:49.68""","=""11/13/2020"""
836,"Urlando, Luca","=""1:49.68""","=""5/14/2021"""
838,"Grothe, Zane","=""1:49.69""","=""6/14/2019"""
839,"Lochte, Ryan","=""1:49.69""","=""11/12/2015"""
841,"Smith, Kieran","=""1:49.69""","=""6/9/2018"""
842,"Stone, Lane","=""1:49.69""","=""7/26/2018"""
843,"Walker, Jack","=""1:49.69""","=""8/9/2019"""
848,"Magahey, Jake","=""1:49.71""","=""5/17/2019"""
852,"Smith, Clark","=""1:49.71""","=""4/14/2016"""
855,"Bresette, Liam","=""1:49.72""","=""8/1/2019"""
856,"Bybee, Cody","=""1:49.72""","=""7/26/2018"""
858,"Jett, Gabriel","=""1:49.72""","=""4/30/2021"""
863,"House, Grant","=""1:49.73""","=""1/30/2021"""
867,"Dolan, Jack","=""1:49.74""","=""3/23/2021"""
869,"Grothe, Zane","=""1:49.74""","=""5/6/2017"""
872,"Paulson, Colton","=""1:49.74""","=""8/1/2019"""
874,"Apple, Zach","=""1:49.75""","=""4/8/2021"""
875,"Fenlon, Matthew","=""1:49.75""","=""11/13/2020"""
876,"Maurer, Luke","=""1:49.75""","=""4/8/2021"""
877,"Litherland, Jay","=""1:49.76""","=""6/3/2017"""
878,"Pieroni, Blake","=""1:49.76""","=""7/7/2018"""
879,"Shoults, Grant","=""1:49.76""","=""6/23/2018"""
881,"Bybee, Cody","=""1:49.77""","=""12/6/2019"""
886,"Bresette, Liam","=""1:49.78""","=""8/2/2019"""
887,"Callan, Patrick","=""1:49.78""","=""6/16/2019"""
888,"Callan, Patrick","=""1:49.78""","=""6/15/2019"""
890,"Foster, Carson","=""1:49.78""","=""11/8/2019"""
893,"Bybee, Cody","=""1:49.79""","=""6/28/2017"""
895,"Sammon, Patrick","=""1:49.79""","=""4/30/2021"""
896,"Smith, Clark","=""1:49.79""","=""7/12/2019"""
898,"Dolan, Jack","=""1:49.80""","=""8/1/2019"""
899,"Grothe, Zane","=""1:49.80""","=""10/29/2015"""
901,"Haas, Townley","=""1:49.80""","=""6/8/2018"""
903,"Loy, Drew","=""1:49.80""","=""7/26/2018"""
904,"Rooney, Maxime","=""1:49.80""","=""5/18/2018"""
905,"Rose, Dare","=""1:49.80""","=""7/26/2018"""
907,"Apple, Zach","=""1:49.81""","=""3/26/2021"""
908,"Kibler, Drew","=""1:49.81""","=""8/24/2016"""
909,"Mitchell, Jake","=""1:49.81""","=""5/14/2021"""
911,"D'Arrigo, Mitch","=""1:49.82""","=""8/5/2017"""
915,"D'Arrigo, Mitch","=""1:49.83""","=""3/3/2016"""
916,"Haas, Townley","=""1:49.83""","=""6/13/2019"""
917,"Harting, Zach","=""1:49.83""","=""7/26/2018"""
921,"Harting, Zach","=""1:49.84""","=""4/11/2019"""
924,"Newkirk, Jeff","=""1:49.84""","=""3/5/2021"""
925,"Rooney, Maxime","=""1:49.84""","=""6/1/2018"""
929,"Callan, Patrick","=""1:49.85""","=""4/12/2018"""
930,"D'Arrigo, Mitch","=""1:49.85""","=""7/8/2016"""
933,"Callan, Patrick","=""1:49.86""","=""4/12/2018"""
934,"D'Arrigo, Mitch","=""1:49.86""","=""6/8/2018"""
935,"Foster, Carson","=""1:49.86""","=""6/16/2019"""
937,"Sannem, Jake","=""1:49.86""","=""8/1/2019"""
940,"Brown, Zach","=""1:49.87""","=""7/12/2019"""
941,"Foster, Carson","=""1:49.87""","=""3/1/2020"""
942,"Knowles, Eric","=""1:49.87""","=""7/12/2019"""
943,"Loy, Drew","=""1:49.87""","=""8/1/2019"""
945,"Apple, Zach","=""1:49.88""","=""7/7/2018"""
946,"D'Arrigo, Mitch","=""1:49.88""","=""5/14/2021"""
948,"Freeman, Trey","=""1:49.88""","=""6/22/2018"""
949,"Higgins, Walker","=""1:49.88""","=""7/26/2018"""
950,"Seliskar, Andrew","=""1:49.88""","=""3/6/2020"""
952,"House, Grant","=""1:49.89""","=""3/6/2020"""
955,"Cotter, Michael","=""1:49.90""","=""4/10/2021"""
958,"Walker, Jack","=""1:49.90""","=""3/29/2019"""
959,"Callan, Patrick","=""1:49.91""","=""7/7/2018"""
960,"D'Arrigo, Mitch","=""1:49.91""","=""4/6/2019"""
962,"Freeman, Trey","=""1:49.91""","=""4/30/2021"""
963,"Grothe, Zane","=""1:49.91""","=""3/8/2019"""
965,"Kibler, Drew","=""1:49.91""","=""6/28/2017"""
967,"Carrozza, Coby","=""1:49.92""","=""2/29/2020"""
970,"Newkirk, Jeff","=""1:49.92""","=""7/7/2017"""
972,"Conger, Jack","=""1:49.93""","=""4/14/2016"""
973,"Delakis, Paul","=""1:49.93""","=""7/26/2018"""
974,"Dressel, Caeleb","=""1:49.93""","=""6/27/2016"""
976,"Kibler, Drew","=""1:49.93""","=""8/11/2016"""
977,"Newkirk, Jeff","=""1:49.93""","=""3/5/2021"""
979,"Callan, Patrick","=""1:49.94""","=""7/5/2019"""
980,"Freeman, Trey","=""1:49.94""","=""1/11/2018"""
981,"Grothe, Zane","=""1:49.94""","=""5/14/2021"""
982,"Grothe, Zane","=""1:49.94""","=""3/6/2020"""
983,"Grothe, Zane","=""1:49.94""","=""11/7/2015"""
984,"Grothe, Zane","=""1:49.94""","=""3/3/2017"""
985,"Harting, Zach","=""1:49.94""","=""4/11/2019"""
986,"Pieroni, Blake","=""1:49.94""","=""10/16/2015"""
990,"Pieroni, Blake","=""1:49.95""","=""5/13/2016"""
991,"Pieroni, Blake","=""1:49.95""","=""4/9/2021"""
994,"Bentz, Gunnar","=""1:49.96""","=""6/3/2017"""
995,"Conger, Jack","=""1:49.96""","=""6/3/2017"""
996,"Conger, Jack","=""1:49.96""","=""4/11/2019"""
999,"Litherland, Jay","=""1:49.96""","=""4/8/2021"""
1003,"Dolan, Jack","=""1:49.97""","=""8/1/2019"""
1006,"Malone, Reed","=""1:49.97""","=""3/8/2019"""
1008,"Kalisz, Chase","=""1:49.98""","=""4/14/2016"""
1009,"Rooney, Maxime","=""1:49.98""","=""4/23/2016"""
1010,"Urlando, Luca","=""1:49.98""","=""12/6/2019"""
1011,"Dressel, Caeleb","=""1:49.99""","=""2/15/2020"""
1012,"Miller, Luke","=""1:49.99""","=""6/5/2021"""
1013,"D'Arrigo, Mitch","=""1:50.00""","=""6/8/2018"""
1014,"Gray, Andrew","=""1:50.00""","=""4/3/2021"""
1015,"Kibler, Drew","=""1:50.00""","=""6/21/2019"""
1016,"Rooney, Maxime","=""1:50.00""","=""6/23/2019"""
1018,"Apple, Zach","=""1:50.01""","=""6/17/2016"""
1020,"Davis, Wyatt","=""1:50.01""","=""8/1/2019"""
1021,"DeVine, Abrahm","=""1:50.01""","=""5/14/2021"""
1022,"Harting, Zach","=""1:50.01""","=""6/28/2017"""
1023,"Kibler, Drew","=""1:50.01""","=""6/27/2016"""
1024,"Lamastra, Connor","=""1:50.01""","=""5/21/2021"""
1028,"Miller, Luke","=""1:50.02""","=""8/1/2019"""
1031,"Callan, Patrick","=""1:50.03""","=""6/16/2019"""
1032,"Grothe, Zane","=""1:50.03""","=""5/18/2018"""
1033,"Julian, Trenton","=""1:50.03""","=""4/24/2021"""
1035,"Stone, Lane","=""1:50.03""","=""8/1/2019"""
1036,"Zettle, Alex","=""1:50.03""","=""8/11/2017"""
1040,"Bybee, Cody","=""1:50.05""","=""8/3/2017"""
1041,"D'Arrigo, Mitch","=""1:50.05""","=""4/6/2019"""
1044,"Haas, Townley","=""1:50.06""","=""5/21/2017"""
1048,"Pieroni, Blake","=""1:50.06""","=""5/18/2018"""
1050,"Rose, Dare","=""1:50.06""","=""5/29/2021"""
1052,"Gray, Andrew","=""1:50.07""","=""3/23/2021"""
1055,"Rooney, Maxime","=""1:50.07""","=""1/16/2016"""
1056,"Smith, Clark","=""1:50.07""","=""1/18/2019"""
1058,"Apple, Zach","=""1:50.08""","=""7/7/2018"""
1059,"Grieshop, Sean","=""1:50.08""","=""8/1/2019"""
1060,"Grothe, Zane","=""1:50.08""","=""4/12/2018"""
1061,"Magahey, Jake","=""1:50.08""","=""6/22/2018"""
1068,"Lasco, Destin","=""1:50.09""","=""8/1/2019"""
1069,"Reilman, Joey","=""1:50.09""","=""12/6/2019"""
1074,"Shoults, Grant","=""1:50.10""","=""5/29/2021"""
1075,"Smith, Clark","=""1:50.10""","=""7/12/2019"""
1076,"Bentz, Gunnar","=""1:50.11""","=""5/13/2016"""
1077,"Kalisz, Chase","=""1:50.11""","=""4/24/2021"""
1078,"Katz, Austin","=""1:50.11""","=""6/22/2018"""
1080,"Smith, Clark","=""1:50.11""","=""6/21/2019"""
1085,"D'Arrigo, Mitch","=""1:50.12""","=""5/12/2017"""
1087,"House, Grant","=""1:50.12""","=""6/22/2019"""
1090,"Newkirk, Jeff","=""1:50.12""","=""1/15/2021"""
1094,"Fail, Brooks","=""1:50.13""","=""7/13/2019"""
1098,"Steele, Sam","=""1:50.13""","=""7/7/2018"""
1102,"Kibler, Drew","=""1:50.14""","=""4/27/2019"""
1104,"Magahey, Jake","=""1:50.14""","=""7/6/2018"""
1106,"Farris, Dean","=""1:50.15""","=""6/8/2018"""
1107,"Freeman, Trey","=""1:50.15""","=""1/11/2018"""
1108,"Kibler, Drew","=""1:50.15""","=""11/13/2020"""
1111,"Rooney, Maxime","=""1:50.15""","=""8/5/2016"""
1114,"Grothe, Zane","=""1:50.16""","=""11/8/2019"""
1115,"Haas, Townley","=""1:50.16""","=""5/21/2021"""
1116,"Litherland, Jay","=""1:50.16""","=""6/8/2018"""
1117,"Smith, Kieran","=""1:50.16""","=""6/9/2018"""
1120,"Dressel, Caeleb","=""1:50.17""","=""3/8/2019"""
1121,"Gately, Liam","=""1:50.17""","=""7/25/2018"""
1122,"Grothe, Zane","=""1:50.17""","=""7/7/2018"""
1124,"Smith, Clark","=""1:50.17""","=""5/6/2017"""
1125,"Steele, Sam","=""1:50.17""","=""8/1/2019"""
1126,"Sztolcman, Christian","=""1:50.17""","=""8/1/2019"""
1129,"Dahlgren, Jack","=""1:50.19""","=""7/26/2018"""
1130,"Grothe, Zane","=""1:50.19""","=""3/6/2020"""
1132,"Rooney, Maxime","=""1:50.19""","=""5/21/2021"""
1137,"Katz, Austin","=""1:50.20""","=""4/27/2019"""
1139,"Newkirk, Jeff","=""1:50.20""","=""5/21/2021"""
1140,"Smith, Clark","=""1:50.20""","=""6/4/2016"""
1142,"Casas, Shaine","=""1:50.21""","=""7/12/2019"""
1147,"Litherland, Jay","=""1:50.22""","=""3/6/2020"""
1149,"Grothe, Zane","=""1:50.23""","=""3/3/2016"""
1153,"Urlando, Luca","=""1:50.23""","=""6/13/2019"""
1155,"Abruzzo, Andrew","=""1:50.24""","=""3/2/2018"""
1156,"Farris, Dean","=""1:50.24""","=""11/8/2019"""
1157,"Grothe, Zane","=""1:50.24""","=""6/27/2016"""
1158,"Kibler, Drew","=""1:50.24""","=""5/26/2019"""
1161,"Matejka, Andrew","=""1:50.24""","=""6/5/2021"""
1164,"Zettle, Alex","=""1:50.24""","=""6/28/2017"""
1165,"D'Arrigo, Mitch","=""1:50.25""","=""5/17/2019"""
1166,"Levant, Jack","=""1:50.25""","=""8/11/2017"""
1167,"Lochte, Ryan","=""1:50.25""","=""8/1/2019"""
1169,"Shoults, Grant","=""1:50.25""","=""6/8/2018"""
1170,"Smith, Clark","=""1:50.25""","=""5/6/2017"""
1177,"Litherland, Jay","=""1:50.27""","=""5/14/2021"""
1178,"Litherland, Jay","=""1:50.27""","=""6/3/2016"""
1179,"Lochte, Ryan","=""1:50.27""","=""3/5/2021"""
1180,"Urlando, Luca","=""1:50.27""","=""4/24/2021"""
1181,"Abruzzo, Andrew","=""1:50.28""","=""5/14/2021"""
1184,"Magahey, Jake","=""1:50.28""","=""6/21/2019"""
1185,"McKeen, Sadler","=""1:50.28""","=""11/22/2019"""
1187,"Apple, Zach","=""1:50.29""","=""6/17/2016"""
1193,"Freeman, Trey","=""1:50.30""","=""5/17/2019"""
1195,"Higgins, Walker","=""1:50.30""","=""8/5/2017"""
1196,"Higgins, Walker","=""1:50.30""","=""7/6/2018"""
1197,"Lasco, Destin","=""1:50.30""","=""8/11/2017"""
1199,"Stone, Lane","=""1:50.30""","=""7/20/2018"""
1203,"D'Arrigo, Mitch","=""1:50.31""","=""1/21/2018"""
1206,"Magahey, Jake","=""1:50.31""","=""1/17/2020"""
1208,"Pieroni, Blake","=""1:50.31""","=""5/6/2017"""
1212,"D'Arrigo, Mitch","=""1:50.32""","=""3/6/2020"""
1213,"Foster, Carson","=""1:50.32""","=""1/15/2021"""
1215,"Litherland, Jay","=""1:50.32""","=""6/21/2019"""
1217,"Seliskar, Andrew","=""1:50.32""","=""1/15/2021"""
1219,"Apple, Zach","=""1:50.33""","=""6/14/2019"""
1220,"Bresette, Liam","=""1:50.33""","=""3/23/2021"""
1224,"Pebley, Jacob","=""1:50.33""","=""4/11/2019"""
1228,"Levant, Jack","=""1:50.34""","=""12/6/2019"""
1231,"Bentz, Gunnar","=""1:50.35""","=""5/18/2018"""
1232,"Haas, Townley","=""1:50.35""","=""10/16/2015"""
1234,"Litherland, Jay","=""1:50.35""","=""11/30/2018"""
1235,"Newkirk, Jeff","=""1:50.35""","=""7/27/2016"""
1238,"Bybee, Cody","=""1:50.36""","=""8/3/2017"""
1240,"Grothe, Zane","=""1:50.36""","=""5/18/2019"""
1248,"Thornbrue, Luke","=""1:50.36""","=""8/4/2019"""
1250,"Farris, Dean","=""1:50.37""","=""3/6/2020"""
1251,"Freeman, Trey","=""1:50.37""","=""8/24/2016"""
1253,"Higgins, Walker","=""1:50.37""","=""8/5/2017"""
1257,"Hill, Julian","=""1:50.38""","=""4/3/2021"""
1258,"Sannem, Jake","=""1:50.38""","=""4/27/2019"""
1259,"Apple, Zach","=""1:50.39""","=""6/8/2018"""
1260,"Carrozza, Coby","=""1:50.39""","=""11/13/2020"""
1261,"D'Arrigo, Mitch","=""1:50.39""","=""6/1/2018"""
1262,"Farris, Dean","=""1:50.39""","=""6/28/2017"""
1264,"Higgins, Walker","=""1:50.39""","=""8/1/2019"""
1265,"Julian, Trenton","=""1:50.39""","=""5/25/2018"""
1267,"Callan, Patrick","=""1:50.40""","=""7/7/2018"""
1268,"Grieshop, Sean","=""1:50.40""","=""8/24/2016"""
1269,"Hobson, Luke","=""1:50.40""","=""4/30/2021"""
1272,"Urlando, Luca","=""1:50.40""","=""1/10/2019"""
1273,"Delakis, Paul","=""1:50.41""","=""8/1/2019"""
1274,"Kibler, Drew","=""1:50.41""","=""1/15/2021"""
1275,"Petrides, Michael","=""1:50.41""","=""8/2/2019"""
1276,"Smith, Clark","=""1:50.41""","=""6/21/2019"""
1279,"Hill, Julian","=""1:50.42""","=""5/14/2021"""
1281,"Kibler, Drew","=""1:50.42""","=""6/3/2016"""
1284,"Apple, Zach","=""1:50.44""","=""3/5/2021"""
1287,"Foster, Carson","=""1:50.44""","=""8/11/2017"""
1288,"Gately, Liam","=""1:50.44""","=""7/25/2018"""
1289,"Grothe, Zane","=""1:50.44""","=""3/3/2016"""
1293,"Malone, Reed","=""1:50.44""","=""3/8/2019"""
1299,"Mitchell, Jake","=""1:50.45""","=""5/14/2021"""
1300,"Rose, Dare","=""1:50.45""","=""11/30/2018"""
1303,"Carrozza, Coby","=""1:50.46""","=""3/2/2019"""
1304,"Haas, Townley","=""1:50.46""","=""4/27/2019"""
1305,"Newkirk, Jeff","=""1:50.46""","=""5/21/2021"""
1306,"Bresette, Liam","=""1:50.47""","=""5/14/2021"""
1309,"Kalisz, Chase","=""1:50.47""","=""6/3/2017"""
1310,"Kalisz, Chase","=""1:50.47""","=""1/10/2019"""
1311,"Pieroni, Blake","=""1:50.47""","=""6/3/2016"""
1312,"Rose, Dare","=""1:50.47""","=""11/30/2018"""
1315,"Callan, Patrick","=""1:50.48""","=""6/9/2017"""
1316,"Dahlgren, Jack","=""1:50.48""","=""4/27/2019"""
1317,"Dolan, Jack","=""1:50.48""","=""4/3/2021"""
1318,"Foster, Carson","=""1:50.48""","=""8/11/2017"""
1325,"Dahlgren, Jack","=""1:50.49""","=""7/26/2018"""
1327,"Farris, Dean","=""1:50.49""","=""7/13/2018"""
1328,"Hill, Julian","=""1:50.49""","=""5/14/2021"""
1331,"Grothe, Zane","=""1:50.50""","=""6/8/2018"""
1332,"House, Grant","=""1:50.50""","=""1/17/2020"""
1336,"Grothe, Zane","=""1:50.51""","=""11/3/2015"""
1339,"Magahey, Jake","=""1:50.51""","=""3/2/2018"""
1340,"Zettle, Alex","=""1:50.51""","=""8/1/2019"""
1341,"Abruzzo, Andrew","=""1:50.52""","=""7/26/2019"""
1342,"Bentz, Gunnar","=""1:50.52""","=""6/3/2016"""
1345,"Fail, Brooks","=""1:50.52""","=""7/26/2018"""
1347,"Litherland, Jay","=""1:50.52""","=""3/6/2020"""
1350,"Carrozza, Coby","=""1:50.53""","=""8/1/2019"""
1351,"Farris, Dean","=""1:50.53""","=""6/22/2018"""
1353,"Lasco, Destin","=""1:50.53""","=""7/26/2018"""
1354,"Waters, Ryan","=""1:50.53""","=""5/1/2021"""
1356,"Conger, Jack","=""1:50.54""","=""6/3/2017"""
1358,"Litherland, Jay","=""1:50.54""","=""5/18/2018"""
1359,"Pebley, Jacob","=""1:50.54""","=""4/11/2019"""
1360,"Pebley, Jacob","=""1:50.54""","=""5/25/2018"""
1361,"Shoults, Grant","=""1:50.54""","=""4/30/2016"""
1366,"Hill, Julian","=""1:50.55""","=""11/13/2020"""
1372,"Fail, Brooks","=""1:50.56""","=""8/1/2019"""
1375,"Lochte, Ryan","=""1:50.56""","=""3/9/2018"""
1376,"Mitchell, Jake","=""1:50.56""","=""8/1/2019"""
1380,"Yeadon, Zach","=""1:50.56""","=""5/29/2021"""
1383,"Fail, Brooks","=""1:50.58""","=""7/26/2018"""
1384,"Jackson, Will","=""1:50.58""","=""5/14/2021"""
1388,"Rooney, Maxime","=""1:50.58""","=""7/30/2016"""
1389,"Schilling, Sam","=""1:50.58""","=""8/1/2019"""
1395,"Apple, Zach","=""1:50.59""","=""1/17/2020"""
1396,"D'Arrigo, Mitch","=""1:50.59""","=""3/8/2019"""
1399,"Dressel, Caeleb","=""1:50.59""","=""6/22/2019"""
1402,"Pebley, Jacob","=""1:50.59""","=""4/5/2016"""
1404,"Smith, Kieran","=""1:50.59""","=""8/5/2017"""
1405,"Tenney, Michael","=""1:50.59""","=""8/1/2019"""
1410,"Gately, Liam","=""1:50.60""","=""8/1/2019"""
1411,"Grothe, Zane","=""1:50.60""","=""1/16/2016"""
1412,"Levant, Jack","=""1:50.60""","=""6/22/2019"""
1413,"Lochte, Ryan","=""1:50.60""","=""2/15/2020"""
1414,"Manoff, Blake","=""1:50.60""","=""5/22/2021"""
1415,"Pebley, Jacob","=""1:50.60""","=""11/30/2018"""
1416,"Pieroni, Blake","=""1:50.60""","=""6/3/2016"""
1419,"Bentz, Gunnar","=""1:50.61""","=""6/21/2019"""
1424,"Litherland, Jay","=""1:50.61""","=""4/8/2021"""
1425,"Lochte, Ryan","=""1:50.61""","=""11/8/2019"""
1427,"Magahey, Jake","=""1:50.61""","=""5/17/2019"""
1428,"Neri, Parker","=""1:50.61""","=""7/20/2017"""
1429,"Pieroni, Blake","=""1:50.61""","=""5/18/2019"""
1430,"Pieroni, Blake","=""1:50.61""","=""3/5/2021"""
1432,"Walker, Jack","=""1:50.61""","=""8/9/2019"""
1433,"Apple, Zach","=""1:50.62""","=""6/27/2016"""
1436,"Kibler, Drew","=""1:50.62""","=""5/21/2021"""
1438,"Rose, Dare","=""1:50.62""","=""3/29/2019"""
1441,"Bentz, Gunnar","=""1:50.63""","=""5/6/2017"""
1443,"Kibler, Drew","=""1:50.63""","=""6/3/2017"""
1446,"D'Arrigo, Mitch","=""1:50.64""","=""3/8/2019"""
1448,"Lochte, Ryan","=""1:50.64""","=""11/8/2019"""
1450,"Shoults, Grant","=""1:50.64""","=""1/16/2016"""
1457,"Grothe, Zane","=""1:50.66""","=""6/3/2016"""
1460,"Miller, Luke","=""1:50.66""","=""8/1/2019"""
1461,"Rose, Dare","=""1:50.66""","=""7/26/2018"""
1462,"Seliskar, Andrew","=""1:50.66""","=""5/24/2019"""
1463,"Wieser, Chris","=""1:50.66""","=""12/6/2019"""
1464,"D'Arrigo, Mitch","=""1:50.67""","=""8/5/2017"""
1465,"D'Arrigo, Mitch","=""1:50.67""","=""7/12/2019"""
1468,"Pieroni, Blake","=""1:50.67""","=""5/13/2016"""
1469,"Abruzzo, Andrew","=""1:50.68""","=""3/2/2018"""
1475,"Petrides, Michael","=""1:50.68""","=""6/5/2021"""
1481,"Apple, Zach","=""1:50.70""","=""3/6/2020"""
1482,"Dolan, Jack","=""1:50.70""","=""6/28/2017"""
1483,"Hils, Zach","=""1:50.70""","=""5/14/2021"""
1485,"McKeen, Sadler","=""1:50.70""","=""7/26/2018"""
